Country,Year,Share below $1 a day,Share below $2.15 a day,Share below $3.65 a day,Share below $6.85 a day,Share below $10 a day,Share below $20 a day,Share below $30 a day,Share below $40 a day
Finland,1991,0,0,0,0.24663867,0.49732295,5.9995437,30.486832,59.739136
Finland,1995,0,0,0,0.24019483,0.24019483,7.9885116,38.99256,68.243904
Finland,2000,0,0,0,0.24689937,0.48997268,7.7308617,29.482859,55.974792
Finland,2003,0.03694008,0.049275037,0.09134002,0.2380468,0.62261206,6.492387,25.16985,50.93075
Finland,2004,0.024623904,0.039413903,0.071642295,0.16522963,0.35168776,5.4685287,22.249529,47.77358
Finland,2005,0.04296845,0.05531524,0.11105394,0.2214034,0.34798452,4.259257,20.211163,43.45964
Finland,2006,0.0669405,0.08037546,0.122424625,0.21561687,0.46832636,4.8846397,19.3518,42.5791
Finland,2007,0.04521787,0.063742585,0.10135449,0.13773082,0.37126473,4.385334,17.712862,39.54959
Finland,2008,0.013462429,0.053872228,0.12714894,0.22568062,0.38627052,4.2757993,16.022423,38.02765
Finland,2009,0.039700076,0.052470084,0.06336418,0.13711956,0.3822338,3.8175445,15.488119,35.977997
Finland,2010,0.028536119,0.053840697,0.07019457,0.1628851,0.38144937,3.8629584,15.375811,34.95884
Finland,2011,0.03677598,0.04739088,0.0649371,0.12074521,0.24411793,3.7399015,14.7124605,33.971992
Finland,2012,0.04904002,0.05272516,0.05457044,0.18268447,0.34329116,3.1801887,13.611468,33.137554
Finland,2013,0.059900258,0.08513758,0.09138894,0.17253807,0.38497746,3.4938784,14.7163105,33.40484
Finland,2014,0.04104663,0.06616784,0.07666443,0.16062139,0.2873654,3.2369175,14.135819,32.9153
Finland,2015,0.0569386,0.07020851,0.11298557,0.2133345,0.36521208,3.2590818,14.048961,33.046722
Finland,2016,0.03076681,0.047236145,0.08229386,0.21205768,0.3863518,2.6284661,13.310963,31.772392
Finland,2017,0.062722825,0.065777734,0.08540169,0.13520177,0.3538595,3.0181851,12.4462805,30.46113
Finland,2018,0.043100126,0.056774255,0.1119219,0.19857396,0.28225422,2.8234997,11.936238,29.120743
Finland,2019,0.03792654,0.03882923,0.09996996,0.16076536,0.28836945,2.851179,11.822327,28.329071
Finland,2020,0.023381561,0.0276209,0.03828425,0.0792764,0.120466694,2.1589236,10.50229,27.626076
Finland,2021,0.011491354,0.021342963,0.046092156,0.1449503,0.20796707,2.1278172,11.321012,26.720943
France,1970,0,0,0.24588683,3.9969876,11.741763,50.99985,72.74557,84.49665
France,1975,0,0.24901384,0.74870133,2.4985354,5.746229,33.248093,59.999115,75.497955
France,1979,0.24820168,0.24820168,0.49669734,1.2393705,3.247191,22.74417,49.248535,68.248276
France,1984,0.24864879,0.49920356,0.49920356,1.24848,2.9960244,19.749577,44.247753,64.24877
France,1990,0,0.24754605,0.24754605,0.4997554,1.2497182,15.989073,38.498764,59.74983
France,1996,0,0.24863891,0.24863891,0.7457547,1.7350147,13.998149,33.748146,53.74987
France,1997,0,0.24609698,0.24609698,0.49910188,1.4959347,13.498686,33.2477,53.24996
France,1998,0,0,0.24954078,0.49981466,1.2483383,12.24921,31.49907,51.499443
France,1999,0,0,0.24932742,0.49961343,1.2487564,11.748549,30.749924,50.498615
France,2000,0,0,0.24903205,0.4999886,1.2492709,10.998617,29.246908,48.749794
France,2001,0,0,0.2490527,0.2490527,0.99723935,10.24908,27.748743,46.74972
France,2002,0,0,0,0.24652874,0.49872756,8.499645,25.499212,44.998978
France,2003,0.023723098,0.15735751,0.20071638,0.41566762,0.94690096,9.170858,29.818493,50.68125
France,2004,0.02068807,0.049725942,0.11102317,0.29680872,0.57688856,8.289693,27.963717,48.831932
France,2005,0.028853003,0.043055452,0.05289957,0.30881682,0.72179884,8.365392,27.012846,49.009937
France,2006,0.0155955525,0.027628507,0.05449995,0.20701398,0.6700299,9.162578,28.026857,49.506413
France,2007,0.011897544,0.014867865,0.048958905,0.12315195,0.31844425,5.5403,19.07924,37.83364
France,2008,0.0075640907,0.009692239,0.020584002,0.122377254,0.3338711,5.6458287,19.510756,37.052563
France,2009,0.013255535,0.044349,0.11949589,0.3996585,0.6115464,6.4509645,18.805876,35.443695
France,2010,0.036157135,0.08739457,0.1392502,0.33520794,0.61646616,6.1766043,19.540714,37.384075
France,2011,0,0.025783392,0.064071886,0.22013025,0.62908936,5.9134984,18.679438,36.702454
France,2012,0.03260842,0.060952414,0.09907718,0.31020126,0.80511683,5.860591,18.744854,36.490448
France,2013,0.059078004,0.06039008,0.12879752,0.20292956,0.44327265,5.786127,18.647392,36.45627
France,2014,0.0068542506,0.018678669,0.041682027,0.1548145,0.34871534,5.66954,18.298916,35.461514
France,2015,0.042335313,0.13355504,0.21044384,0.33894446,0.594649,5.573265,17.800982,34.147816
France,2016,0.04604766,0.058125883,0.122897394,0.2517247,0.42613503,5.4302335,16.951216,33.640728
France,2017,0.0023882631,0.015888225,0.031758912,0.100584954,0.2850763,5.1411448,17.012089,32.911896
France,2018,0.017629262,0.021168053,0.07229217,0.14272435,0.33920872,5.237185,16.264233,32.693962
France,2019,0.0045335293,0.051448993,0.11573186,0.41383636,0.7764147,6.864222,19.399912,35.14609
France,2020,0.049391873,0.11489582,0.21446769,0.43299818,0.6571595,5.754798,17.767677,33.19899
France,2021,0.03370674,0.056357384,0.18547684,0.5076732,0.9599931,7.043995,18.339495,33.711468
Germany,1991,0,0,0,0.2336331,0.48154938,5.241766,22.997751,43.488598
Germany,1992,0,0,0.23408715,0.23408715,0.74523324,4.7464347,19.99225,41.99714
Germany,1993,0,0,0,0.2391994,0.48615685,4.473389,19.4644,41.230453
Germany,1994,0.19766816,0.19766816,0.19766816,0.6651458,1.2486062,5.993365,21.493979,41.99353
Germany,1995,0,0.24643685,0.24643685,0.4758536,0.9850113,5.4988937,20.746874,39.99578
Germany,1996,0,0,0.24551256,0.24551256,0.49317288,4.998482,18.498085,38.99072
Germany,1997,0,0,0.24571477,0.24571477,0.7461507,5.244703,20.497139,41.49629
Germany,1998,0,0,0,0.24539736,0.48855925,4.728892,18.217218,38.4956
Germany,1999,0,0,0.24157585,0.24157585,0.7433099,4.742478,17.247507,36.497993
Germany,2000,0,0,0.23316386,0.23316386,0.74616075,4.228894,16.743067,35.248444
Germany,2001,0,0,0.24785754,0.24785754,0.4846289,4.487781,16.74651,37.24929
Germany,2002,0,0,0,0.24852575,0.7255144,4.4873347,15.988737,35.237312
Germany,2003,0,0,0.22922795,0.4948472,0.73462117,4.747261,16.494383,35.499855
Germany,2004,0,0,0,0.24730454,0.49779516,4.7095866,16.24632,35.732918
Germany,2005,0,0,0.24622425,0.24622425,0.49497038,5.7460012,18.494118,37.476
Germany,2006,0,0,0,0.23245639,0.49817726,4.993367,16.746006,36.249184
Germany,2007,0,0,0,0.24174282,0.48893833,4.498214,16.73933,35.496914
Germany,2008,0,0,0.24555281,0.24555281,0.4946307,4.495401,16.24615,35.23644
Germany,2009,0,0,0,0.24771252,0.49373284,4.4916573,16.232683,34.248028
Germany,2010,0,0,0.24611561,0.24611561,0.49569964,4.2495117,15.98874,33.247936
Germany,2011,0,0,0,0.23970143,0.49583012,3.9984744,15.432486,33.70768
Germany,2012,0,0,0,0.24431169,0.49778745,5.244066,16.747202,33.977257
Germany,2013,0,0,0,0.24308977,0.470337,4.7498627,16.738255,34.241867
Germany,2014,0,0,0.2494711,0.2494711,0.7004602,5.239863,16.49059,32.978592
Germany,2015,0,0,0,0.24623485,0.49593067,4.9959726,15.249406,30.990612
Germany,2016,0,0,0.24578112,0.24578112,0.4954579,4.9982824,14.740254,29.739109
Germany,2017,0,0.24445756,0.24445756,0.49621746,0.9941863,4.749304,14.495523,28.718996
Germany,2018,0,0,0.24773072,0.24773072,0.7469895,4.499761,13.2469225,27.498466
Germany,2019,0,0.24957946,0.24957946,0.4957066,0.7494306,4.493257,12.999405,25.741724
Germany,2020,0.24379632,0.24379632,0.24379632,0.47105047,1.2474822,3.7378907,11.241059,22.720861
Greece,1995,0.9915148,1.7376754,2.2412324,4.7449102,12.724776,41.490623,66.45463,81.456154
Greece,2000,0.49310544,0.49310544,0.97251374,2.7429757,6.9948106,33.246666,57.74014,76.74509
Greece,2003,0.37627158,0.49829754,0.66302085,1.8551059,3.9712415,24.072325,47.830086,67.204414
Greece,2004,0.50474054,0.64183205,1.0197685,1.8744514,3.9722152,21.7468,45.519703,64.28944
Greece,2005,0.20072737,0.3385617,0.5343438,1.7162734,3.8135421,22.286589,44.879314,64.38818
Greece,2006,0.2577153,0.55271566,0.8932784,2.2453709,4.5725627,22.752663,44.73998,64.54181
Greece,2007,0.38835195,0.49926442,0.74817556,1.7355319,3.5211134,19.717329,41.23997,62.4699
Greece,2008,0.28328845,0.3444438,0.5406831,1.5647527,3.2392628,17.541283,40.429478,61.21738
Greece,2009,0.5176594,0.62663525,0.6720211,1.7665746,3.6624222,17.665802,39.419373,59.226902
Greece,2010,0.7202876,0.97306836,1.310858,2.5968368,5.2364407,24.793274,49.048676,68.68208
Greece,2011,0.85999423,1.1229174,2.002854,5.216212,10.662098,34.7628,60.934807,78.47864
Greece,2012,0.4762507,1.4559224,2.8302584,7.2167435,15.100651,43.965164,70.941895,85.06794
Greece,2013,0.23067462,0.95517564,2.6470711,8.252251,15.88738,47.16596,73.04403,86.476875
Greece,2014,0.75643593,1.5131936,2.911471,7.70341,15.548895,47.616074,73.12154,86.69822
Greece,2015,0.767466,1.3700905,2.8073964,7.784421,15.724982,46.54095,71.691505,86.34412
Greece,2016,0.5197677,1.0391967,2.0379813,6.3827844,14.037733,44.698784,71.52579,85.90818
Greece,2017,0.40855277,0.8727766,1.5949694,5.325218,12.116057,43.415173,71.150024,85.907455
Greece,2018,0.123262174,0.13956267,0.2814979,3.6522675,9.967199,40.970695,68.4195,84.47068
Greece,2019,0.38663736,0.6895518,1.2680146,3.9143457,8.659461,36.889122,64.27265,81.49274
Greece,2020,0.4279014,0.80649555,1.5546693,3.889203,9.383547,35.76482,64.00997,80.63887
Greece,2021,0.319805,0.56709486,1.1186905,2.9177926,6.8232126,32.159794,59.351467,77.37575
Guatemala,1986,23.265999,49.703,69.943,87.514,93.406,98.224,99.241,99.611
Guatemala,1989,17.272,36.995,55.317997,76.534996,85.969,95.467,97.823,98.731
Guatemala,1998,2.329,14.702999,29.843,55.336,71.155,90.576,95.721,97.672
Guatemala,2000,2.5202823,9.607776,23.433428,49.983078,67.64863,87.39246,93.258385,95.38559
Guatemala,2006,2.2068784,11.650105,25.237122,48.62242,64.79244,86.52651,92.93636,95.79107
Guatemala,2014,1.3813857,9.521302,25.860235,55.400352,72.7825,91.805466,96.55675,97.99819
Guyana,1992,7.92,29.383999,55.939,85.175,93.959,99.632,100,100
Guyana,1998,5.2455115,11.897037,24.886436,56.565,76.23837,93.283585,97.41509,98.66969
Haiti,2001,37.40346,67.83363,82.82971,92.89478,96.15706,98.67695,99.42923,99.62113
Haiti,2012,31.69355,57.87614,74.81261,88.95529,93.3897,97.8264,99.08983,99.40131
Honduras,1989,16.162,39.96,59.987003,80.563995,88.818,96.583,98.423996,99.124
Honduras,1990,18.029999,41.997,62.295998,82.553,90.264,97.124,98.664,99.237
Honduras,1991,9.142681,30.774721,54.35432,79.40627,88.26014,96.431046,98.557846,99.20268
Honduras,1992,6.505092,26.968342,50.040943,76.39214,86.642296,95.49351,97.76647,98.83478
Honduras,1993,5.668213,21.429638,43.43119,70.09316,82.87795,94.28534,97.22654,98.56827
Honduras,1994,7.6564565,24.304441,43.741856,70.0244,82.08334,93.80768,96.76999,98.17492
Honduras,1995,7.3685927,26.229053,46.093708,71.0078,82.25772,94.116745,96.97846,98.282265
Honduras,1996,10.355175,28.550964,48.931248,72.87152,83.77365,94.81751,97.60275,98.571106
Honduras,1997,4.7645288,19.590014,38.13552,65.560135,79.09802,93.24908,96.79294,98.15757
Honduras,1998,10.806851,24.543867,40.236263,64.672226,77.952156,92.01659,95.813515,97.537346
Honduras,1999,10.563844,24.925201,41.510662,66.240875,78.9733,92.86148,96.8167,97.97133
Honduras,2001,6.726366,19.837118,33.982582,56.463123,69.74641,88.23669,94.1829,96.717804
Honduras,2002,7.54196,21.995176,38.044086,61.534836,74.73777,90.93005,95.58445,97.39879
Honduras,2003,9.8061905,26.499472,43.27331,64.95728,77.39079,91.48657,95.65581,97.41232
Honduras,2004,9.489589,25.43302,42.018093,64.50146,76.27412,91.03343,95.48286,97.38716
Honduras,2005,11.2104225,25.067038,39.84882,62.007626,74.330605,89.36983,94.35662,96.34512
Honduras,2006,9.097655,21.142117,35.064133,56.417877,70.32042,88.311485,93.99573,96.51645
Honduras,2007,4.317498,15.642992,30.196115,54.224743,68.26183,86.75584,93.0562,95.868164
Honduras,2008,4.7033916,15.244036,28.888931,51.31184,66.28037,87.1591,93.31518,96.042725
Honduras,2009,2.7659643,12.32208,25.687746,48.432804,64.10736,86.39556,93.5406,96.50747
Honduras,2010,3.1467628,13.802202,27.78334,51.26401,65.49406,86.42245,93.39296,96.21645
Honduras,2011,4.2428956,14.32309,28.060024,51.43796,66.83174,87.51267,93.43672,96.597374
Honduras,2012,5.5909925,16.992704,32.810432,56.90278,71.640594,89.51417,94.71088,97.16113
Honduras,2013,3.5144238,14.568504,29.226547,54.43448,69.642654,89.31411,95.23916,97.678185
Honduras,2014,2.632037,13.282177,28.788208,53.065388,69.65606,89.09919,94.74219,97.35186
Honduras,2015,2.5991995,12.977554,28.571993,53.24317,68.96534,89.265884,94.93308,97.51893
Honduras,2016,4.0140796,14.606982,28.314156,50.5066,66.28943,87.69963,94.44358,97.17539
Honduras,2017,3.3103037,13.855521,27.50546,51.176632,67.36464,88.55745,94.4807,97.61687
Honduras,2018,3.307412,14.233573,27.245785,51.308125,66.71993,88.20638,94.992645,97.7937
Honduras,2019,2.7781103,12.742991,26.42796,49.54452,64.9642,88.386116,95.018425,97.84507
Honduras (urban),1986,21.995,49.406002,69.770996,87.264,93.168,98.062996,99.112,99.497
Hungary,1987,0,0,0,0,2.355,50.873,87.356,95.936
Hungary,1989,0,0,0,25.063,59.76,94.939,98.826996,99.821
Hungary,1991,0.991792,1.6757866,2.4281805,6.737346,13.902189,66.43297,87.995895,95.998634
Hungary,1993,0,0,0,5.079,23.67,81.713005,94.555,97.562
Hungary,1994,0.4952377,1.2412218,2.424367,10.186515,24.719723,73.97229,89.436554,95.4903
Hungary,1999,0.20896545,0.20896545,1.2158797,8.95954,27.196678,79.7396,93.728485,97.20152
Hungary,2004,0.081791036,0.10468204,0.40482432,5.6753793,16.905396,65.77037,89.30853,95.89559
Hungary,2005,0.29033363,0.7245052,1.5400991,7.3564215,17.648901,60.828625,85.86133,93.687454
Hungary,2006,0.07489362,0.13765296,0.30998394,4.018353,12.5015955,58.293945,86.73416,95.01897
Hungary,2007,0.023283849,0.14994031,0.39937258,3.9514835,13.500984,59.99866,87.51179,95.62338
Hungary,2008,0.0038323607,0.021265052,0.2359278,3.2802477,12.610832,57.948505,86.59219,95.11926
Hungary,2009,0.021219116,0.06479282,0.22874673,4.038384,14.139483,61.49238,88.45067,96.321144
Hungary,2010,0.0058875284,0.071793154,0.3147532,5.444321,14.789298,59.12484,86.041855,94.466385
Hungary,2011,0.024864994,0.09156373,0.34823266,5.770417,14.319904,58.295258,86.133514,94.58415
Hungary,2012,0.14812171,0.32575902,1.0024428,7.7655153,18.2609,63.352573,87.414085,95.083206
Hungary,2013,0.005449579,0.1802988,0.8679534,7.3355756,17.566738,61.316883,85.56562,94.079735
Hungary,2014,0.45886248,0.6576744,1.1462637,5.429469,15.436028,55.95858,84.16636,92.72944
Hungary,2015,0.30613238,0.62615484,1.31481,3.9422724,13.324584,52.55959,82.06378,91.80982
Hungary,2016,0.60485005,1.3487226,1.9216828,3.314909,9.241739,48.82619,79.14525,90.92583
Hungary,2017,0.3674141,0.60926735,1.4762692,4.0437,8.569347,45.657875,75.68086,90.91842
Hungary,2018,0.13146375,0.20753036,0.69441724,2.7849593,7.095167,39.315556,71.14197,87.664604
Hungary,2019,0.07842572,0.30170247,0.8822868,2.5414467,5.5401416,31.186367,62.533985,83.73829
Hungary,2020,0.25280136,0.3514764,0.8084302,2.4883265,4.727743,29.847702,59.907078,81.54641
Hungary,2021,0.23303631,0.4015956,0.8418921,2.1679664,3.40282,29.838478,56.133324,79.94259
Iceland,2003,0,0,0.09303444,0.36052173,0.8761081,5.8143473,19.94039,45.93049
Iceland,2004,0.107644826,0.17006549,0.17006549,0.4040406,0.7151007,5.082357,20.396696,45.99372
Iceland,2005,0,0.03701966,0.13897438,0.22860824,0.67025733,4.6355734,19.889988,42.469242
Iceland,2006,0.06398664,0.14680485,0.2781648,0.43302947,0.541863,3.6368337,12.660381,32.61827
Iceland,2007,0.02240343,0.08061417,0.1315996,0.28531373,0.3319674,2.4721498,10.692179,26.601978
Iceland,2008,0.060815003,0.060815003,0.060815003,0.20032193,0.34296834,2.290954,11.413035,26.94217
Iceland,2009,0.05982059,0.09720067,0.09720067,0.29892236,0.71093917,4.2003813,16.585571,35.65071
Iceland,2010,0.11768277,0.14938448,0.1938261,0.4509368,0.81264395,5.1294813,20.251516,42.643833
Iceland,2011,0.08838266,0.12328397,0.21563163,0.7506994,1.1113267,5.40149,22.159588,42.982857
Iceland,2012,0.033555817,0.033555817,0.113755815,0.3272694,0.7538036,5.2990904,20.975239,41.32938
Iceland,2013,0.047026344,0.047026344,0.08820933,0.16876434,0.37229645,3.7704535,17.351034,39.783318
Iceland,2014,0,0,0.053172514,0.12404766,0.5253921,4.088253,16.281223,37.893074
Iceland,2015,0,0.034490183,0.034490183,0.1285995,0.35986724,2.6692498,13.138993,31.129494
Iceland,2016,0,0,0.07998376,0.19552931,0.2811671,2.393176,10.083656,24.425468
Iceland,2017,0,0,0.017925464,0.041061215,0.222055,1.6038874,7.8982787,21.61835
Ireland,1987,0.23692098,0.689184,1.957058,8.245639,23.477093,64.9994,84.739395,92.97754
Ireland,1994,0.16343378,0.16343378,0.49141842,1.2492633,9.475821,42.98324,68.9945,81.74436
Ireland,1995,0.17609753,0.17609753,0.49401993,1.4795791,8.943938,41.381626,67.4541,79.499176
Ireland,1996,0,0.22401807,0.22401807,1.4522007,6.748415,36.479694,63.985615,78.248726
Ireland,2000,0,0.1782722,0.1782722,0.47163233,1.7330465,19.469175,45.211758,67.19037
Ireland,2002,0,0.23505183,0.48480636,1.242565,2.4929335,14.713407,37.476585,57.685505
Ireland,2003,0.065564096,0.12763272,0.24258387,0.46942225,1.4491011,14.878045,36.491516,57.337402
Ireland,2004,0.028161498,0.052105937,0.09783386,0.41083303,1.0285733,14.246729,34.66723,55.71214
Ireland,2005,0.012874702,0.021705687,0.12717818,0.2635033,0.8594685,12.5672,31.390053,53.260303
Ireland,2006,0.059059966,0.3984308,0.4720414,0.5572075,1.3566422,8.363679,26.42631,47.716408
Ireland,2007,0.047321197,0.098496266,0.1293331,0.5332144,0.76212883,7.669524,25.904894,47.49559
Ireland,2008,0.12172379,0.1805067,0.32855028,0.76396495,1.2358733,9.596306,29.938683,52.260162
Ireland,2009,0.3541286,0.49060217,0.72606856,1.3864028,2.2599413,12.073168,32.271523,54.771362
Ireland,2010,0.28128266,0.54275715,0.93777746,1.6792439,2.7121406,13.067174,34.074028,56.238758
Ireland,2011,0.35542968,0.5449447,0.851707,1.4438393,2.6841774,15.055344,36.529385,58.70197
Ireland,2012,0.10126868,0.33501238,0.6633778,1.2677605,2.121329,15.818219,36.958088,58.816463
Ireland,2013,0.45710868,0.6822285,0.9759519,1.5482057,2.4333856,16.646376,36.79036,59.167408
Ireland,2014,0.30876073,0.38895378,0.51654506,1.1630667,1.7235786,12.089087,32.150364,55.606453
Ireland,2015,0.27257615,0.36762756,0.48186338,0.82528245,1.2143404,10.440368,30.290932,51.89619
Ireland,2016,0.08559026,0.13472612,0.41779742,0.8277463,1.265175,8.804532,27.15134,49.29835
Ireland,2017,0.18542789,0.24319613,0.33537355,0.46496034,0.721939,5.9399724,21.132822,42.070976
Ireland,2018,0.003921386,0.003921386,0.098707505,0.11338758,0.13818538,4.5579376,19.43666,40.998844
Ireland,2019,0.03934641,0.058011558,0.10321748,0.20019619,0.3541174,4.4642406,17.182976,38.199654
Ireland,2020,0.09659587,0.14430559,0.18253659,0.21377714,0.43314424,2.6348243,14.135043,32.918022
Ireland,2021,0.03011153,0.063545495,0.10309245,0.26404616,0.3033265,3.3642836,13.339686,32.34361
Israel,1979,0,0,0.7907103,9.17666,23.547682,60.793335,81.99682,91.94825
Israel,1986,0,0.23550048,0.92834204,9.972581,24.725033,60.99133,81.99438,91.24245
Israel,1992,0,0.21532728,0.47896746,4.734208,14.980769,51.494156,74.9844,87.74453
Israel,1997,0.24560836,0.24560836,0.96133363,5.994418,17.721136,50.24684,72.980385,84.99185
Israel,2001,0,0.24897778,0.48225433,4.227456,14.241858,43.2452,65.49184,79.97421
Israel,2002,0.23429263,0.48042536,1.7298709,8.4518,18.730444,48.996174,70.9994,83.49555
Israel,2003,0.22332866,0.46270582,1.9999136,8.990959,19.713776,48.237225,68.981926,82.4872
Israel,2004,0.2441664,0.49913883,1.9978374,9.724071,20.734268,46.74242,66.48497,79.99775
Israel,2005,0.4833153,0.4833153,1.4973894,9.447385,18.478437,45.983704,65.24692,78.73855
Israel,2006,0,0.22496581,1.1993985,8.9845295,18.493662,43.47605,63.748466,77.73518
Israel,2007,0.24671657,0.4918124,0.98446804,7.2452664,16.24125,40.985672,61.249195,75.23674
Israel,2008,0.21965383,0.4835079,1.4997009,7.2468853,15.979897,40.743084,59.995216,74.483894
Israel,2009,0.24167266,0.49162772,1.7229023,8.242077,16.954979,41.218086,59.99139,73.72427
Israel,2010,0.19382665,0.46020398,1.2475969,7.48435,16.245993,39.499443,59.238876,74.24135
Israel,2011,0.23077059,0.23077059,1.4593825,6.989708,15.2462845,39.747936,58.907223,72.748695
Israel,2012,0.17933433,0.48919725,1.2259477,6.744764,13.490446,36.738552,55.740803,70.23559
Israel,2013,0.22438385,0.4745734,0.9941907,5.2400017,11.736652,32.96375,53.244232,68.497536
Israel,2014,0.22953194,0.49243245,1.2479535,5.4838343,11.478075,32.492794,51.24022,67.242355
Israel,2015,0.2220352,0.49385363,0.7489677,4.9913836,11.24651,30.495798,49.987724,66.234665
Israel,2016,0,0.24139464,0.9977682,3.9862065,9.9981575,29.73732,48.24864,64.4849
Israel,2017,0.18468621,0.45742482,1.2474854,4.240897,9.495918,26.743069,45.226204,60.979687
Israel,2018,0.23583153,0.49676624,0.9934644,3.2169216,7.9919605,25.98801,43.741875,59.245255
Israel,2019,0.18838452,0.725289,1.2475084,3.9989967,8.454724,26.498535,45.239437,61.243183
Israel,2020,0.2438148,0.44975653,0.9820354,3.2490437,8.235112,26.747353,45.492912,62.22607
Israel,2021,0.2422214,0.2422214,0.99499065,3.4907048,7.744267,26.238209,44.737984,61.244423
Italy,1977,0.22906405,0.22906405,0.99379325,3.9997215,12.495778,49.494144,74.48359,87.47933
Italy,1978,0.24279657,0.48330766,0.9946899,4.2034955,9.499887,42.499744,68.972626,84.7491
Italy,1979,0.20223534,0.48833704,0.7117143,3.464758,8.74388,39.97802,65.99379,83.24238
Italy,1980,0,0.22686729,0.46630055,2.4695325,5.9655194,36.732033,63.228004,80.992676
Italy,1981,0,0,0.4814576,1.941826,6.243659,37.749485,66.244514,82.49964
Italy,1982,0,0,0.23414682,1.207653,4.4682145,33.476875,62.728584,81.49
Italy,1983,0.21823193,0.21823193,0.21823193,1.7304691,5.1989784,32.49341,62.99096,80.2409
Italy,1984,0,0,0.47593415,1.9964586,5.741948,31.722895,59.485226,78.739944
Italy,1986,0.24690011,0.24690011,0.46605152,2.4510465,6.4973993,33.687645,62.22067,79.74497
Italy,1987,0.7328588,0.9951176,1.1774479,2.7079356,6.24195,28.729725,53.749466,70.748856
Italy,1989,0,0,0.21531805,0.7329887,2.4980123,22.249361,47.7439,66.74721
Italy,1991,0.228989,0.228989,0.45844045,1.7448124,3.2425709,21.498749,46.73024,67.487755
Italy,1993,0.74486893,1.2493539,1.9962784,4.226059,7.2445264,27.238337,49.242958,67.989845
Italy,1995,0.4917487,0.74394846,0.9979265,3.487291,7.7475057,27.495121,50.74834,68.93375
Italy,1998,1.4905978,1.7424412,2.2388062,3.9916186,6.987743,24.24972,45.728676,65.74727
Italy,2000,0.9898022,1.2495171,1.7453177,3.4834497,5.9893427,22.244892,44.485317,63.248615
Italy,2002,1.2423023,1.4982808,1.7487727,2.7435324,5.4990463,22.24706,44.499943,63.497
Italy,2003,0.48481008,0.7694033,1.1134771,2.1012473,3.6126077,13.653399,32.021873,50.231163
Italy,2004,0.51484394,0.6045206,0.9406045,1.6864117,3.0247855,12.187088,29.724646,47.991882
Italy,2005,0.50503427,0.6472902,1.0361055,1.942284,3.2625098,13.112475,30.062216,48.114025
Italy,2006,0.45830142,0.65343624,0.9405876,1.6110452,2.873173,12.00907,29.187366,46.94235
Italy,2007,0.48551577,0.680243,1.067525,1.7495254,2.8049304,11.327183,27.963182,45.822342
Italy,2008,0.48770565,0.70417947,1.0472314,1.8255632,3.3391502,12.368554,29.686224,47.360638
Italy,2009,0.56109345,0.91157925,1.2826617,2.115966,3.3503537,12.369141,28.863426,46.679802
Italy,2010,0.8622999,1.2652895,1.6064267,2.7035363,4.409572,13.61799,29.374758,48.36253
Italy,2011,0.8616123,1.156048,1.4911405,2.6975064,4.378917,14.558704,31.153622,49.72514
Italy,2012,0.7590638,1.2006085,1.824715,3.1187432,4.9025793,15.510221,33.867516,53.01785
Italy,2013,1.048882,1.3731673,2.0461237,3.1734965,5.198837,16.079744,34.317764,53.05863
Italy,2014,0.8504351,1.2321203,1.7826527,3.0902708,5.302304,16.465456,34.28233,52.850605
Italy,2015,1.340068,1.9488665,2.55597,3.8684304,5.603655,16.483418,33.75363,50.799835
Italy,2016,1.1523131,1.6299454,2.2515063,3.4049048,4.963227,15.511249,32.485065,49.527016
Italy,2017,1.059629,1.4216343,1.8271588,3.327756,4.9289618,15.4833975,32.052647,49.24497
Italy,2018,0.96861887,1.4576468,2.1031828,3.1953833,4.6583824,14.800689,31.062416,48.73878
Italy,2019,0.8773845,0.9943459,1.2528069,2.6308076,4.1730213,12.92966,28.687534,45.659206
Italy,2020,0.63262725,0.82779175,1.1651433,2.188938,4.016741,13.861622,29.907026,47.04724
Italy,2021,0.60957897,0.8145304,0.96693987,1.6516662,3.0059862,12.441062,27.829002,44.30535
Japan,2008,0.24576055,0.4798256,0.98372513,2.2203062,4.42437,18.727873,37.998695,56.498604
Japan,2010,0,0,0.24280564,0.4829803,0.91988957,6.483457,24.458096,44.481247
Japan,2013,0.19069894,0.72788787,0.9434035,1.4467369,2.4864357,8.451305,25.227102,47.96153
Kazakhstan,1993,0,8.434999,29.067001,70.201996,87.831,98.689,100,100
Kyrgyzstan,1998,7.535117,28.423458,51.450073,80.23964,90.828064,97.84419,99.14593,99.622154
Latvia,1993,0,0,3.921,40.098,70.666,96.411995,99.795,100
Latvia,1995,0,0.031,6.312,29.081,58.761,93.743996,97.966995,99.045006
Latvia,1996,0,1.7659999,7.763,30.706001,61.429,94.62,98.24,99.15
Latvia,2004,1.0999161,2.4903991,5.8015823,19.280394,40.956734,83.63496,93.802444,97.27132
Latvia,2005,1.154248,2.3620217,5.1731577,17.26263,37.41175,77.28199,90.64934,95.22147
Latvia,2006,0.7468278,1.5533317,2.7278242,9.384601,22.95928,66.37266,85.17992,93.7461
Latvia,2007,0.3697629,0.6350043,1.7093325,6.140596,14.460296,51.818836,74.576416,86.264656
Latvia,2008,0.39497912,1.2787416,2.438297,7.8736396,15.999082,52.127808,75.44542,87.244415
Latvia,2009,0.90315145,1.696778,3.8720791,11.718924,21.76915,63.99624,83.81398,92.00885
