Country,Year,Share below $1 a day,Share below $2.15 a day,Share below $3.65 a day,Share below $6.85 a day,Share below $10 a day,Share below $20 a day,Share below $30 a day,Share below $40 a day
Philippines,2018,0.04248725,2.9956949,18.311087,53.509747,72.51728,92.204285,96.87599,98.46409
Philippines,2021,0.03891693,2.9939065,17.819538,55.259384,74.65958,93.228615,97.40155,98.76151
Poland,1985,0,0,0,8.587,27.011002,84.211,96.215996,98.977
Poland,1986,0,0.24560685,1.7397152,11.245285,28.747698,80.7491,95.49721,98.7398
Poland,1987,0,0,0,8.186999,26.188002,83.034004,95.709,98.671
Poland,1989,0,0,0,1.967,10.407,54.85,84.684006,93.994995
Poland,1992,0,0.22361158,0.7481955,7.4769244,25.246588,75.49061,92.74611,97.499535
Poland,1995,0.49704883,1.7447743,5.246674,21.498827,42.498028,85.24863,95.49922,98.24938
Poland,1999,0.24984492,0.49605262,1.9999279,12.245333,29.248787,76.498184,92.74738,97.24983
Poland,2004,0.9108292,2.1715841,4.9835553,16.239204,31.701597,71.03082,88.44524,94.6192
Poland,2005,0.32562193,0.9209366,2.7892847,12.471111,26.754963,67.46301,86.902306,93.93476
Poland,2006,0.33752456,0.65885246,1.7968132,9.233163,21.482622,63.957268,85.12305,93.46287
Poland,2007,0.28260413,0.47138095,1.2692149,5.6572533,15.974337,56.44594,80.88846,91.28467
Poland,2008,0.053619675,0.17534827,0.74352986,4.5341063,12.590387,50.493668,77.35274,89.754654
Poland,2009,0.062537834,0.3663266,0.9365487,4.349049,12.384018,48.868324,76.34981,88.65994
Poland,2010,0.07802365,0.3492378,1.1496739,4.1228046,11.410508,46.998585,75.127396,88.518715
Poland,2011,0.14515547,0.34194458,0.8743778,3.9847116,11.532581,46.38452,74.30885,87.821594
Poland,2012,0.0805985,0.19502151,0.74947596,4.303937,11.801603,46.413567,74.240555,88.07334
Poland,2013,0.12991256,0.42161053,0.9378074,3.8835466,11.244965,45.152054,72.70054,87.01408
Poland,2014,0.1419536,0.39982548,1.1029732,3.8496256,10.126679,42.62848,71.33694,85.70304
Poland,2015,0.1930447,0.43371302,0.85298586,3.3758423,8.023963,38.04412,67.09716,84.16102
Poland,2016,0.103691794,0.23679398,0.63326603,2.3527982,5.4471016,33.14305,63.920307,81.663185
Poland,2017,0.19881871,0.34852496,0.57913435,1.6719133,4.6667156,29.740091,60.692398,80.59349
Poland,2018,0.11912644,0.24757744,0.40361983,1.4437908,4.0117297,25.409014,55.70705,76.783455
Poland,2019,0.0336034,0.06276072,0.17538582,0.8116414,2.460552,18.22129,47.06752,70.746925
Poland,2020,0.09196716,0.13734049,0.325309,1.0687112,2.3589113,17.023233,44.04736,68.38143
Poland,2021,0.037158452,0.10752012,0.20454875,0.9323299,2.2940044,14.632302,39.50846,64.08001
Portugal,2003,0.5313668,0.8958964,1.5255479,4.009671,10.601333,40.978714,67.08722,80.557076
Portugal,2004,0.2018099,0.5366484,1.0538753,3.2764218,9.576405,38.92216,66.387634,80.097664
Portugal,2005,0.32030421,0.5435212,1.0646235,3.2512949,8.326319,39.327026,66.84198,79.79514
Portugal,2006,0,0.092665896,0.57037085,2.9742177,8.409,38.569496,64.26271,77.92819
Portugal,2007,0,0.25771353,0.87881964,2.248816,6.9582157,35.58381,63.510334,78.20468
Portugal,2008,0.05385079,0.13725239,0.88277596,2.9408908,7.3676333,35.99387,63.69563,78.86956
Portugal,2009,0.07309697,0.16589662,0.48193252,2.267035,6.160444,32.940018,60.10363,77.738625
Portugal,2010,0.03675313,0.13645983,0.48630396,2.5824876,6.758551,35.270985,62.165325,78.667175
Portugal,2011,0.13160037,0.5080361,0.93249726,3.6864772,8.495061,37.83585,65.97326,80.713905
Portugal,2012,0.4090142,0.7032106,1.479525,5.5330687,10.73602,40.141193,67.706406,82.4428
Portugal,2013,0.42194006,0.8551859,1.8475665,5.4187374,11.203899,39.627247,67.67795,82.00463
Portugal,2014,0.2031962,0.5456738,1.4898463,4.696145,10.679735,38.16322,66.36035,82.043274
Portugal,2015,0.27111986,0.48239422,1.2151843,3.6230373,8.856838,35.898056,63.364346,78.980515
Portugal,2016,0.17812848,0.374637,0.7464714,3.562627,8.369779,33.131878,62.37809,78.72848
Portugal,2017,0.18000354,0.41049597,0.70548534,2.3307135,6.258203,31.828447,61.63396,78.18687
Portugal,2018,0.15559551,0.2902539,0.673722,2.1150515,5.366072,27.623316,57.573116,76.10617
Portugal,2019,0.022952303,0.14872062,0.24981983,1.5339354,4.2798095,22.462702,51.707577,72.11891
Portugal,2020,0.20701669,0.47228974,0.96796083,2.6080828,5.330274,22.496212,50.455177,69.87614
Portugal,2021,0.091502205,0.22650385,0.400037,1.6525629,3.9176416,23.336338,51.738197,71.21622
Qatar,2017,0,0,0,0,0,2.8379998,10.433001,18.928
Romania,1989,0,0,0,4.476,15.773,73.148,94.201,98.923
Romania,1992,0,0,2.266,20.48,47.573997,93.132,99.546,100
Romania,1994,0,10.033,38.330997,84.625,95.224,99.923004,100,100
Romania,1995,0.23402067,1.7485844,8.998441,39.24764,67.99863,96.2452,98.999825,99.499985
Romania,1997,0.24885464,2.2489161,10.246935,45.249218,74.74696,96.99898,99.24908,99.4987
Romania,2006,1.5484254,7.355783,17.975122,42.214626,64.85504,91.96156,97.41711,98.7468
Romania,2007,1.1714721,5.310613,13.925184,36.204082,58.39811,90.5533,97.00354,99.01182
Romania,2008,0.78407145,4.086822,10.258357,29.360283,50.369484,87.60861,96.29315,98.55366
Romania,2009,0.19323637,3.1286948,9.893991,27.656988,48.500767,86.94405,96.14883,98.63928
Romania,2010,1.1223874,4.1745195,11.02047,29.57452,50.228745,88.01015,97.125206,99.09016
Romania,2011,1.4285125,5.37642,12.559743,33.46967,54.887917,89.76073,97.92351,99.388
Romania,2012,1.5711073,6.208166,12.820211,33.598404,54.251217,89.56861,97.66499,99.42058
Romania,2013,1.5092205,6.6171227,15.092111,32.803944,53.35525,89.764824,97.83686,99.49153
Romania,2014,1.6514823,7.0226746,13.853623,29.737488,49.236237,88.45657,97.824844,99.38019
Romania,2015,1.1357075,5.266119,12.214693,27.358973,45.068146,86.12464,96.22752,98.85037
Romania,2016,0.69334143,3.2403133,8.902109,21.790577,37.83953,79.09124,94.792404,98.307556
Romania,2017,0.9728769,3.2661333,6.70967,16.278463,28.997316,65.37826,87.652016,94.95815
Romania,2018,0.85204214,2.666744,5.671627,12.975589,22.962942,58.9972,81.662315,92.458824
Romania,2019,0.41631764,2.1640766,4.725654,10.926719,19.90996,52.409977,78.96244,90.691536
Romania,2020,0.620477,1.4093623,3.8979118,9.982506,16.112337,45.07874,72.15188,87.52005
Romania,2021,0.49236742,1.7570449,2.9609182,7.0685005,12.546535,40.350956,67.593315,82.98101
Russia,2014,0.09507053,0.29549745,0.8104776,2.900842,6.704499,27.79745,50.606068,68.25728
Russia,2015,0.10105202,0.29494503,0.7970967,3.4457364,8.317152,31.977917,55.270313,72.090355
Russia,2016,0.0683259,0.2519936,0.78254867,3.5064948,8.615134,34.256386,58.2482,73.78443
Russia,2017,0.0950754,0.26390967,0.77390903,3.2698526,8.277039,34.38584,59.455143,75.68433
Russia,2018,0.05937372,0.14879797,0.41457447,2.566641,7.297487,33.39218,58.202034,75.06143
Russia,2019,0.058289785,0.19687493,0.5272091,2.68439,7.078761,32.796436,58.107513,74.791595
Russia,2020,0.025606485,0.09110199,0.2829321,1.7166005,5.134705,30.818748,57.675964,74.64901
Russia,2021,0.058396086,0.18475267,0.41354904,1.9937856,5.8987894,31.52819,57.57564,73.87504
Saint Lucia,1995,10.857,38.125,66.329994,89.621,95.454,99.092,99.699005,99.901
Saint Lucia,2015,2.829236,5.222044,11.743506,25.258259,39.71783,69.75358,82.47788,88.786354
Serbia,2012,2.5794914,5.340191,10.171834,24.95531,42.553642,79.99292,92.44901,96.7536
Serbia,2013,2.87589,5.8431945,11.576213,28.333494,46.272785,83.55859,94.60541,97.638664
Serbia,2014,4.2030053,6.92315,12.229896,28.171808,46.272408,82.74448,94.55584,97.85983
Serbia,2015,3.7190404,6.6467104,11.644892,27.193394,44.260204,82.67011,94.43011,97.58573
Serbia,2016,3.905874,6.3563867,11.023599,24.565046,41.378963,80.85245,93.64113,97.49853
Serbia,2017,2.9508777,5.394842,9.004015,21.699131,38.497135,81.22505,94.609985,98.05027
Serbia,2018,1.3141236,2.9232728,5.9381,17.23551,31.474075,74.38465,92.10719,96.87402
Serbia,2019,1.0385685,2.3344426,3.9854412,12.015986,24.425837,69.12653,89.14172,95.5833
Serbia,2020,0.8384887,1.557031,2.8151917,10.116098,21.462812,65.19365,88.13523,95.0307
Serbia,2021,0.8545227,1.2428293,2.5448804,7.5060487,17.653889,61.126484,86.895485,94.59132
Seychelles,2013,0.3129449,1.2360592,3.2749827,9.672046,21.174282,64.39418,83.57459,90.58444
Seychelles,2018,0,0.51100403,1.1610659,6.708553,15.164283,51.229553,80.22394,90.80273
Slovakia,1992,0,0,0.24521104,2.24672,14.748292,84.99602,97.49969,99.249695
Slovakia,1996,0.7459354,1.4934819,2.4983594,7.746132,20.742409,80.24923,95.49593,98.49264
Slovakia,2004,0.046599586,0.06723545,1.0019852,8.254516,20.477407,77.55807,94.947655,97.969765
Slovakia,2005,0.06592318,0.23737435,0.9259615,5.1557593,15.073462,70.541214,92.101585,96.660194
Slovakia,2006,0.11377478,0.22897787,0.82174784,3.4872108,9.758283,59.29468,89.10632,96.18522
Slovakia,2007,0.2503909,0.36757442,1.0021688,3.187634,8.427117,54.063107,87.128006,96.052765
Slovakia,2008,0.17446,0.4077014,1.0937783,3.8706589,8.233554,50.813995,83.825386,93.940125
Slovakia,2009,0.14139363,0.44677904,1.0656966,3.859654,8.598646,44.775185,79.97369,92.61271
Slovakia,2010,0.27243555,0.4951079,1.1537365,3.4454982,8.4370365,42.95394,78.45429,92.264305
Slovakia,2011,0.2402449,0.4238608,0.8541472,2.9623368,7.0438514,38.9296,75.36691,90.44489
Slovakia,2012,0.1673689,0.40092897,1.0791806,4.519705,8.869275,45.08089,80.767624,93.90168
Slovakia,2013,0.19482851,0.28149927,1.2168747,4.122762,9.219072,44.878952,79.70681,92.948784
Slovakia,2014,0.41193914,0.6754492,1.8469108,4.8067684,9.508238,43.862194,80.904854,94.45242
Slovakia,2015,0.2722158,0.66175985,1.2192363,4.2836537,9.137574,42.91805,79.772484,93.97468
Slovakia,2016,1.2053425,1.3807007,2.1108146,4.2506986,7.781695,40.30095,79.20371,93.70655
Slovakia,2017,0.13531998,0.22536847,1.3019937,2.692349,5.6752524,36.124104,75.34562,93.82507
Slovakia,2018,0.08332323,0.16945708,1.3004721,3.4041934,6.2407184,33.202454,70.854164,90.92139
Slovakia,2019,0.014313308,0.11811627,0.52073777,1.9777719,5.0153265,28.950066,70.001366,90.58839
Slovakia,2020,0.03428669,0.21230671,0.42891794,1.9331436,6.6993294,34.394066,72.01708,91.1018
Slovakia,2021,0.029988758,0.10148099,0.6525452,2.410459,6.4875283,33.997433,72.64153,91.29007
Slovenia,1987,0,0,0,0,0,9.092,33.824,63.238
Slovenia,1993,0,0,0,0,6.5629997,50.685,81.285,91.748
Slovenia,1997,0,0,0.23149629,0.7209485,3.7043822,30.491457,69.745056,88.98075
Slovenia,1999,0,0,0.24720712,0.9995114,3.2456896,29.491467,69.24973,88.996086
Slovenia,2004,0.010197525,0.025957223,0.17443526,0.51796126,1.5473603,15.90346,49.35033,75.44286
Slovenia,2005,0.052363507,0.101450935,0.17555498,0.5196491,1.434683,14.309478,45.953644,72.19995
Slovenia,2006,0.030826218,0.05046054,0.09348192,0.3620185,1.113446,12.606851,42.209755,69.114525
Slovenia,2007,0.019233849,0.03234887,0.08375015,0.2292146,0.9202906,10.405853,37.120033,65.17153
Slovenia,2008,0,0,0,0.11431689,0.6737548,8.515978,33.73336,61.951553
Slovenia,2009,0,0,0.016037244,0.21497032,0.8375073,9.449576,34.425484,61.659718
Slovenia,2010,0.009157744,0.009157744,0.009157744,0.12822212,0.6429905,10.309515,34.19329,61.208725
Slovenia,2011,0,0,0.022580395,0.28198776,0.8771506,10.394742,34.643982,62.663143
Slovenia,2012,0,0.026254445,0.046757095,0.30398935,1.1625546,12.497008,38.522896,66.55628
Slovenia,2013,0,0.021756856,0.050695457,0.38203028,1.6588042,13.756556,39.809822,66.73288
Slovenia,2014,0,0,0.047430344,0.25286335,0.9955016,12.251927,37.164623,65.231995
Slovenia,2015,0,0.004852958,0.004852958,0.25349796,1.0844653,11.728001,36.893635,64.552895
Slovenia,2016,0,0,0,0.20712209,0.7527608,10.333815,33.602516,61.357574
Slovenia,2017,0,0,0,0.110864356,0.57987326,8.974498,31.09401,59.585224
Slovenia,2018,0,0,0,0.12892397,0.48743397,6.2014875,27.149645,54.61093
Slovenia,2019,0,0,0.015598673,0.1402966,0.35188097,5.9852786,24.502718,51.285625
Slovenia,2020,0,0,0,0.029894885,0.33169907,4.892711,20.20438,46.52083
Slovenia,2021,0,0,0,0.13998424,0.35032737,4.1203885,16.786299,42.348774
South Korea,2006,0.24944234,0.24944234,0.74937725,1.9946523,4.7390537,22.249252,47.24597,68.49506
South Korea,2008,0.24275911,0.24275911,0.7414819,1.7370311,4.4896455,21.493973,45.747906,66.49896
South Korea,2010,0.24406463,0.4958997,0.74790555,2.2300754,4.495539,19.996939,44.736855,65.24743
South Korea,2012,0,0.24928062,0.7488056,1.7483083,3.9926915,17.72824,39.994137,60.72606
South Korea,2014,0.23564287,0.23564287,0.49823165,1.4808837,3.2457821,15.48689,35.998398,57.99674
South Korea,2016,0,0.24729006,0.24729006,0.9998073,2.494401,14.494806,30.742481,47.99745
South Korea,2017,0,0.24032742,0.24032742,0.9998052,2.2490695,12.996891,28.491783,45.494064
South Korea,2018,0,0.24876693,0.24876693,0.7404922,1.7399708,10.996871,26.745647,43.49145
South Korea,2019,0,0,0.24659541,0.4931082,0.99943763,9.248513,24.249022,40.74776
South Korea,2020,0,0,0.24451366,0.49989143,0.736881,7.4912744,21.742643,37.49105
South Korea,2021,0,0,0.24876492,0.4978803,0.9991951,6.7494326,19.498188,35.246746
Spain,1980,0.23357037,0.4969268,1.7409841,7.2466416,17.997915,59.498806,82.49892,91.74985
Spain,1985,0,0.23731555,1.2008752,7.2282934,18.475685,61.99253,83.490845,91.988464
Spain,1990,0.24716468,0.4944265,0.71196246,2.993534,7.9942107,41.24657,70.24579,85.23538
Spain,1993,0.73836136,1.2375659,1.9935697,4.4980297,8.742078,36.992844,63.487785,78.73278
Spain,1994,0.7419387,0.9975268,1.9941615,4.494084,8.741376,37.240715,63.499855,79.22324
Spain,1995,0.74993926,1.4823424,1.9760807,4.7021294,9.222334,37.74064,63.746433,79.74702
Spain,1996,0.99792916,1.4911164,1.7323279,5.743879,10.47901,37.499195,62.739098,78.724365
Spain,1997,0.69881433,0.9859978,1.4806963,4.4940343,8.451368,34.349777,60.249012,76.74136
Spain,1998,0.7136094,0.95270455,1.2237946,2.9677231,6.7471633,28.999102,55.491333,73.4489
Spain,1999,0.49178553,0.720118,0.97369087,2.4989119,4.8964806,24.465929,50.98065,70.48539
Spain,2000,0.49392712,0.67538816,1.1497115,2.4431653,4.9726562,23.73626,47.456566,66.74591
Spain,2003,0.5771681,0.8087511,1.1708356,2.2481043,4.0451326,19.594063,41.872208,62.78395
Spain,2004,0.5775931,0.81765175,1.270792,2.4308696,4.629817,20.729122,43.128075,62.589066
Spain,2005,0.56783265,0.7379749,1.0519055,2.5520866,4.2755675,18.390589,40.206146,60.305874
Spain,2006,0.6260138,0.76963174,1.1253217,2.6162748,4.877017,19.008678,40.120106,60.680103
Spain,2007,0.27737793,0.36304086,0.7047588,1.582903,3.2383633,13.464578,30.752325,49.14307
Spain,2008,0.39377412,0.4889186,0.8678438,1.9467863,3.3395262,13.516839,29.896969,47.78137
Spain,2009,0.60488373,0.80560046,1.0867372,2.33014,4.0210366,14.309581,30.283916,48.129234
Spain,2010,0.5308243,0.67572516,1.058849,2.6924891,4.374413,16.060247,34.223232,52.5742
Spain,2011,0.8554179,1.1273297,1.641346,3.0320811,5.6285524,17.929083,36.639557,54.352837
Spain,2012,0.5659696,0.93659365,1.5472385,3.3645172,5.9933105,19.612741,38.696377,57.7697
Spain,2013,0.7810786,1.136304,1.6796846,3.7940297,6.6508784,22.296295,41.027824,58.529163
Spain,2014,0.48909542,0.7871572,1.4562389,3.349795,7.4545465,21.629297,40.28742,58.354927
Spain,2015,0.63894355,0.90352696,1.4595885,3.4669428,6.3357444,20.39156,39.032192,56.993687
Spain,2016,0.71881443,1.1252797,1.6804255,3.5187588,6.345893,18.79208,35.828163,54.055923
Spain,2017,0.5416414,0.67809105,1.0923779,2.4811125,4.9294133,17.60244,34.536343,53.42266
Spain,2018,0.5232444,0.8386145,1.234258,2.685596,4.83749,17.392328,34.644527,53.405304
Spain,2019,0.58107734,0.79381347,1.1499143,2.7739031,4.6564894,15.659555,31.881365,49.61179
Spain,2020,0.53094965,0.8863663,1.4342085,3.0552766,5.1738935,16.384645,32.11412,49.645332
Spain,2021,0.43847364,0.5642503,0.8689017,1.933566,3.7109814,14.26675,30.111715,47.715984
Suriname (urban),1999,13.046045,18.417946,28.04014,44.451004,61.33412,81.109795,91.02715,95.04132
Sweden,1975,0.24301493,0.49898672,0.49898672,0.9973258,2.2477765,28.738543,64.73521,82.99711
Sweden,1981,0.24968058,0.24968058,0.4988672,1.2426605,2.748977,21.497412,58.481915,81.2409
Sweden,1987,0,0.24625531,0.24625531,0.74574244,1.9985597,16.214996,54.246624,76.96158
Sweden,1992,0,0.2435132,0.2435132,0.9989664,1.7486813,10.709312,39.484264,64.24363
Sweden,1995,0.24724913,0.24724913,0.49998957,1.498722,2.7479773,14.239968,43.49912,68.24638
Sweden,2000,0,0,0.24956842,0.49424338,0.9886902,8.746234,33.49676,59.743088
Sweden,2001,0,0.24867782,0.24867782,0.49735564,0.99060535,7.4883432,29.749975,57.24932
Sweden,2002,0,0,0.24431248,0.49517262,0.9977483,7.233282,27.498077,54.248707
Sweden,2003,0.22427772,0.32370964,0.53659093,0.98574597,1.6490972,9.779078,32.466225,58.51986
Sweden,2004,0.33554876,0.397172,0.6049542,1.0083684,1.5811777,8.921744,31.985512,57.82907
Sweden,2005,0.7708148,1.0845832,1.3118382,1.8221915,2.4535985,9.983003,30.397823,55.818184
Sweden,2006,0.23654617,0.36438262,0.5146552,1.0188011,1.5715132,7.677742,26.395285,51.568012
Sweden,2007,0.33462834,0.41083917,0.5728745,0.85029536,1.36434,7.5364723,22.764536,46.751606
Sweden,2008,0.4255923,0.5764025,0.80002314,1.0438147,1.5971426,7.9115615,21.455631,44.55627
Sweden,2009,0.33421654,0.45801592,0.7735378,1.1061996,1.6710126,7.758591,21.16631,42.341785
Sweden,2010,0.36606753,0.5474092,0.753773,1.3173586,1.7323503,7.6006117,20.44597,41.682705
Sweden,2011,0.35014698,0.6156513,0.8041854,1.3661163,1.8947856,7.604423,19.34439,39.762524
Sweden,2012,0.3203317,0.45700213,0.5891012,1.1590099,1.803774,7.446251,18.205551,38.059635
Sweden,2013,0.51905817,0.65087146,0.8004443,1.2710664,2.0390232,7.6414013,18.496246,36.783092
Sweden,2014,0.3680589,0.47433352,0.6889237,1.1139599,1.5541623,6.493289,16.972187,35.292038
Sweden,2015,0.30259562,0.5691551,0.8308333,1.1316193,1.6957704,6.487286,16.159328,33.19012
Sweden,2016,0.20587441,0.26145265,0.4760622,0.94860464,1.6985765,6.2717786,16.441378,32.187733
Sweden,2017,0.11497082,0.24834995,0.32599732,0.7648198,1.1501796,6.483915,15.483245,31.87542
Sweden,2018,0.6321791,0.72550684,0.92965233,1.4213794,2.1348717,7.3631816,16.115873,31.988848
Sweden,2019,0.22941115,0.3165186,0.4341867,0.9247071,1.372846,6.2454066,15.230276,29.632002
Sweden,2020,0.28378737,0.38908952,0.51306975,0.875973,1.248543,5.3862486,14.170209,28.628788
Sweden,2021,0.43673822,0.6292847,0.8496301,1.4317298,1.9486672,5.6516294,15.179363,29.385647
Switzerland,1982,0.494339,0.69740707,0.69740707,0.9912733,0.9912733,2.7205381,10.497493,26.726841
Switzerland,1992,0.49456292,0.49456292,0.7259761,1.2172872,1.4863267,4.2408695,11.491903,26.493862
Switzerland,2000,0,0,0.24089465,0.4604415,0.9994159,3.480339,11.968155,27.2287
Switzerland,2002,0,0,0,0.24542826,0.49307957,1.9661635,9.969834,24.493519
Switzerland,2004,0,0,0.23885211,0.47210684,0.711805,2.7388575,10.462166,26.24599
Switzerland,2006,0.046570357,0.046570357,0.15059872,0.44221,0.7663602,3.6531131,11.540838,25.950983
Switzerland,2007,0.011443548,0.0208164,0.08508032,0.3830774,0.8782099,3.396802,11.066072,23.987864
Switzerland,2008,0.04477234,0.068479605,0.14588614,0.255898,0.7134198,2.7403638,10.717986,23.649868
Switzerland,2009,0,0.038057733,0.124312766,0.22825631,0.58975536,2.6833956,9.320692,22.118597
Switzerland,2010,0.01884077,0.048670206,0.10978767,0.38073772,0.68904364,2.6921544,9.721161,21.433214
Switzerland,2011,0.0031113164,0.0031113164,0.010514374,0.08696533,0.28880894,2.5264478,8.841263,20.208841
Switzerland,2012,0,0.008965495,0.008965495,0.028106714,0.18539621,1.5931364,7.1428785,18.80202
Switzerland,2013,0,0.042183742,0.048168242,0.074107096,0.16850843,1.7127922,8.19712,20.323652
Switzerland,2014,0,0.032768063,0.032768063,0.12093341,0.1442807,1.8870993,8.66947,19.405941
Switzerland,2015,0.008386797,0.030542554,0.030542554,0.053025555,0.109487936,2.4444902,8.555801,19.49819
Switzerland,2016,0.03427533,0.03427533,0.05080251,0.13236634,0.27286738,2.633657,8.528333,18.93022
Switzerland,2017,0,0,0.02182594,0.063672684,0.29021296,2.7701995,8.102299,18.888706
Switzerland,2018,0.01837031,0.03050398,0.039577037,0.17109391,0.37497053,2.8020005,9.111697,20.634083
Switzerland,2019,0,0.017386846,0.024308128,0.19953285,0.4944208,3.1101503,9.171234,19.876223
Switzerland,2020,0.024723256,0.037200913,0.07052665,0.11484956,0.74854034,2.632127,8.288303,19.127604
Taiwan,1981,0,0,0.23778321,6.495268,24.498812,75.74896,91.49629,96.49965
Taiwan,1986,0,0,0.24571472,1.4967213,8.740798,55.74347,82.49986,91.99315
Taiwan,1991,0,0,0,0.24829409,0.7470062,18.247858,47.487507,68.99361
Taiwan,1995,0.24722053,0.49881068,0.49881068,0.9991325,1.9941481,12.496711,36.24182,57.748478
Taiwan,1997,0,0,0,0.24199423,0.4975413,9.99212,32.248917,53.48962
Taiwan,2000,0,0,0,0.24892387,0.49628168,7.9965777,28.498531,50.496746
Taiwan,2005,0,0,0,0.2493934,0.7464315,8.991043,30.249575,51.489197
Taiwan,2007,0,0,0,0.24966954,0.7496078,11.248327,34.244392,55.24689
Taiwan,2010,0,0.24100542,0.24100542,0.74741507,1.7448723,15.99875,39.7382,59.994053
Taiwan,2013,0,0,0.24921232,0.49450073,1.4953717,13.995065,37.74868,59.24905
Taiwan,2016,0,0,0,0.24955112,0.7486532,10.246813,31.999842,53.74939
Taiwan,2017,0,0,0,0.24970227,0.99860597,9.249231,29.489893,51.74467
Taiwan,2018,0,0,0,0.24637978,0.99649364,8.990583,29.49204,51.246513
Taiwan,2019,0,0,0.2488835,0.4981264,0.99876195,7.9957843,27.249914,49.247475
Taiwan,2020,0,0,0.24992253,0.24992253,0.7494317,6.4909925,23.993477,45.498837
Taiwan,2021,0,0,0,0.2473782,0.7408509,6.9924517,24.999397,45.9936
Trinidad and Tobago,1988,0,0,5.672,20.299,34.45,67.958,83.843,91.017
Trinidad and Tobago,1992,0,1.343,9.923,30.177,49.312,83.247,93.151,96.622
Turkey,2017,0.054991424,0.30056062,1.8235745,10.31365,23.008755,58.269318,77.56639,87.25812
Turkey,2018,0.06293806,0.35439268,1.814962,9.5800085,21.26432,55.873596,75.939735,86.315704
Turkey,2019,0.07309172,0.45154127,2.0324054,10.144399,21.729181,55.881233,75.47323,85.816666
Turkey,2020,0.096496195,0.47089854,1.9850711,9.844285,20.72849,55.243706,74.625725,85.39188
Turkey,2021,0.097832665,0.44286466,1.4333272,7.5813,18.696732,51.140846,72.05552,83.37952
Ukraine,1999,0,12.711,44.678,86.767,95.808,100,100,100
United Arab Emirates,2013,0,0,0,0,0,7.606,16.875,26.502
United Arab Emirates,2018,0,0,0,0.38099998,1.064,3.7879999,7.67,13.244
United Kingdom,1968,0,0.22279997,0.22279997,0.9767088,7.7497354,59.23105,85.4959,94.992134
United Kingdom,1969,0,0.24375853,0.24375853,1.240481,8.7412615,58.73627,84.74295,94.246
United Kingdom,1970,0,0,0.23443529,1.2302724,7.7462993,56.9892,83.24614,93.2458
United Kingdom,1971,0,0,0.24370682,1.4974213,9.244298,58.491753,82.993675,92.99374
United Kingdom,1972,0,0.23006743,0.4922342,1.9749999,8.7099495,54.4913,80.49563,91.74763
United Kingdom,1973,0,0,0,0.7272177,4.995891,48.717983,76.49549,89.2475
United Kingdom,1974,0,0.23836887,0.23836887,1.2488525,5.748012,47.989716,76.74868,89.2458
United Kingdom,1975,0,0.23684762,0.23684762,1.237606,5.990908,49.74938,78.49598,91.24444
United Kingdom,1976,0,0,0.24761409,0.7398254,6.743573,52.49817,80.486916,92.247025
United Kingdom,1977,0,0.24468091,0.24468091,1.2146859,6.961559,53.980858,81.493515,92.996605
United Kingdom,1978,0,0,0,0.7324591,5.9580135,46.24817,76.4993,90.49534
United Kingdom,1979,0,0,0.24877608,0.7218251,4.979383,45.497513,75.46765,88.99409
United Kingdom,1980,0,0,0.24280491,0.9823561,5.489126,43.982155,74.49494,87.99488
United Kingdom,1981,0,0,0.23870948,0.9835124,6.495465,44.996624,74.48146,87.99291
United Kingdom,1982,0,0,0.235974,0.4929835,4.2459173,37.994583,68.2456,83.99991
United Kingdom,1983,0,0,0.24132481,0.487673,5.20523,41.492466,71.48865,85.74517
United Kingdom,1984,0,0,0.2477439,0.74471503,4.4747205,37.99409,68.74961,85.24578
United Kingdom,1985,0,0.21794489,0.21794489,0.7411355,4.477512,37.48652,66.97851,82.248474
United Kingdom,1986,0,0.246679,0.246679,0.99629825,3.483334,33.97907,63.249737,79.98588
United Kingdom,1987,0,0,0.24827318,0.48619598,3.497507,31.742119,59.98227,76.74821
United Kingdom,1988,0,0,0.22670023,0.4983994,3.2440894,27.985725,56.236732,72.99765
United Kingdom,1989,0,0.23182261,0.23182261,0.74920344,3.730266,26.491066,53.496986,71.23981
United Kingdom,1990,0,0,0.21884726,0.73347676,3.9855726,27.24763,52.740807,68.49171
United Kingdom,1991,0,0,0.22625723,0.74598104,3.4909036,25.477966,50.994637,68.49115
United Kingdom,1992,0,0.24008574,0.24008574,0.9837699,4.480242,27.484852,52.736206,69.97953
United Kingdom,1993,0,0.24117,0.24117,0.97920877,4.2463813,27.499596,53.497402,69.99892
United Kingdom,1994,0.24662726,0.24662726,0.4984175,0.9972544,2.7498357,23.994955,48.248722,66.494156
United Kingdom,1995,0.24714142,0.24714142,0.49015108,0.99846953,2.7484336,23.49885,47.747044,65.99884
United Kingdom,1996,0,0.24636719,0.24636719,0.7475145,2.4932718,21.24529,44.991444,63.24966
United Kingdom,1997,0,0.24725112,0.24725112,0.7461632,2.2459857,19.998621,42.99554,61.747593
United Kingdom,1998,0.24555744,0.24555744,0.24555744,0.7475066,1.9932625,18.49734,40.498173,58.99565
United Kingdom,1999,0.24853188,0.24853188,0.24853188,0.749755,1.7485125,17.748396,38.997044,57.749004
United Kingdom,2000,0.2488854,0.2488854,0.2488854,0.7388317,1.4904188,14.996105,35.497047,54.49885
United Kingdom,2001,0.24793082,0.24793082,0.49948856,0.7484696,1.4978662,13.247018,32.99784,51.997894
United Kingdom,2002,0.24940577,0.24940577,0.4969379,0.7458238,1.4980903,12.492914,32.24824,51.49644
